Datum, Aktueller Tag mobil, Aktueller Tag mobil 1. Impfung, Aktueller Tag mobil 2. Impfung, Aktueller Tag Impfstelle, Aktueller Tag Impfstelle 1. Impfung, Aktueller Tag Impfstelle 2. Impfung, Aktueller Tag Gesamt, Aktueller Tag Gesamt 1. Impfung, Aktueller Tag Gesamt 2. Impfung,Gesamt mobil,Gesamt mobil 1. Impfung,Gesamt mobil 2. Impfung,Gesamt Impfstelle,Gesamt Impfstelle 1. Impfung,Gesamt Impfstelle 2. Impfung,Gesamt Impfungen,Gesamt Impfungen 1. Impfung,Gesamt Impfungen 2. Impfung,Gesamtimpfungen Arztpraxen ,Gesamtimpfungen Arztpraxen  1. Impfung,Gesamtimpfungen Arztpraxen  2. Impfung
17.01.2021,,236,180,,0,0,416,236,180,,8867,,0,0,0,9047,8867,180,,,
18.01.2021,,497,0,,0,0,497,497,0,,9364,180,0,0,0,9544,9364,180,,,
19.01.2021,,817,415,,0,0,1232,817,415,,10181,595,,0,0,10776,10181,595,,,
20.01.2021,,776,1165,,0,0,1941,776,1165,,10957,1760,,0,0,12717,10957,1760,,,
21.01.2021,,589,749,,,,1338,589,749,,11546,2509,,0,0,14055,11546,2509,,,
22.01.2021,,,,,,,,,,,,,,,,,,,,,
23.01.2021,,,,,,,,,,,,,,,,,,,,,
24.01.2021,,10,226,,42,0,288,62,226,,11566,2735,,42,0,14343,11608,2735,,,
25.01.2021,,,,,,,,,,,,,,,,,,,,,
26.01.2021,,27,347,,0,0,374,27,347,,12133,3077,,42,0,15252,12175,3077,,,
27.01.2021,,28,815,,18,0,833,815,18,,12161,3892,,60,0,16113,12221,3892,,,
28.01.2021,,23,278,,18,0,319,41,278,,12184,4170,,78,0,16432,12262,4170,,,
29.01.2021,,11,275,,0,0,286,11,275,,12195,4445,,78,0,16718,12273,4445,,,
30.01.2021,,464,543,,0,0,1007,464,543,,12659,4988,,0,0,17725,12737,4988,,,
31.01.2021,,462,268,,0,0,730,462,268,,13121,5256,,78,0,18455,13199,5256,,,
01.02.2021,,298,370,,61,,729,359,370,,13414,5631,,139,0,19184,13553,5631,,,
02.02.2021,,900,31,,30,,961,930,31,,14314,5662,,169,0,20145,14483,5662,,,
03.02.2021,,625,346,,75,,1046,700,346,,14939,6008,,244,0,21191,15183,6008,,,
04.02.2021,,309,474,,,,783,309,474,,15248,6482,,244,0,21974,15492,6482,,,
05.02.2021,,465,848,,66,,1379,531,848,,15737,7596,,310,0,23643,16047,7596,,,
06.02.2021,,318,632,,,,950,318,632,,16055,8228,,310,0,24593,16365,8228,,,
07.02.2021,,639,235,,,,874,639,235,,16525,8632,,310,0,25467,16835,8632,,,
08.02.2021,,215,225,,558,,998,773,225,,16740,8857,,868,0,26465,17608,8857,,,
09.02.2021,,48,466,,8,6,528,56,472,,16788,9323,,876,6,26993,17664,9329,,,
10.02.2021,,295,510,,811,2,1618,1106,512,,17083,9833,,1687,8,28611,18770,9841,,,
11.02.2021,,1650,226,,0,10,1886,1650,236,,18733,10059,,1687,18,30497,20420,10077,,,
12.02.2021,,81,128,,802,35,1046,883,163,,18814,10187,,2489,53,31543,21303,10240,,,
13.02.2021,,0,0,,635,24,659,635,24,,18877,10124,,3124,77,32202,22001,10201,,,
14.02.2021,,0,0,,623,0,623,623,0,,18877,10124,,3747,77,32825,22624,10201,,,
15.02.2021,,0,0,,517,1,518,517,1,,18877,10124,,4264,78,33343,23141,10202,,,
16.02.2021,,360,42,,50,0,452,410,42,,19237,10166,,4314,78,33795,23551,10244,,,
17.02.2021,,157,21,,744,12,934,901,33,,19394,10187,,5058,90,34729,24452,10277,,,
18.02.2021,,5,16,,13,24,58,18,40,,19399,10203,,5071,114,34787,24470,10317,,,
19.02.2021,,0,11,,984,9,1004,984,20,,19399,10214,,6055,123,35791,25454,10337,,,
20.02.2021,,17,441,,955,14,1427,972,455,,19416,10655,,7010,137,37218,26426,10792,,,
21.02.2021,,23,418,,877,4,1322,900,422,,19439,11073,,7887,141,38540,27326,11214,,,
22.02.2021,,24,235,,741,54,1054,765,289,,19463,11308,,8628,195,39594,28091,11503,,,
23.02.2021,,281,2768,,15,47,3111,296,2815,,19744,14076,,8643,242,42705,28387,14318,,,
24.02.2021,,74,137,,964,82,1257,1038,219,,19818,14213,,9607,324,43962,29425,14537,,,
25.02.2021,,163,221,,4,21,409,167,242,,19981,14434,,9611,345,44371,29592,14779,,,
26.02.2021,,109,482,,1196,52,1839,1305,534,,20090,14916,,10807,397,46210,30897,15313,,,
27.02.2021,,9,201,,1076,23,1309,1085,224,,20099,15117,,11883,420,47519,31982,15537,,,
28.02.2021,,12,597,,1067,1,1677,1079,598,,20111,15714,,12950,421,49196,33061,16135,,,
01.03.2021,,217,358,,1204,539,2318,1421,897,,20328,16072,,14154,960,51514,34482,17032,,,
02.03.2021,,105,36,,28,8,177,133,44,,20433,16108,,14182,968,51691,34615,17076,,,
03.03.2021,,500,40,,1190,470,2200,1690,510,,20933,16148,,15372,1438,53891,36305,17586,,,
04.03.2021,,148,261,,61,0,470,209,261,,21081,16409,,15433,1438,54361,36514,17847,,,
05.03.2021,,135,173,,1155,510,1973,1290,683,,21216,16582,,16588,1948,56334,37804,18530,,,
06.03.2021,,0,0,,1460,488,1948,1460,488,,21216,16582,,18048,2436,58282,39264,19018,,,
07.03.2021,,0,0,,1367,488,1855,1367,488,,21216,16582,,19415,2924,60137,40613,19506,,,
08.03.2021,,184,0,,2092,432,2708,2276,432,,21400,16582,,21507,3356,62845,42907,19938,,,
09.03.2021,,119,347,,0,0,466,119,347,,21519,16929,,21507,3356,63311,43026,20285,,,
10.03.2021,,387,157,,1930,569,3043,2317,726,,21906,17086,,23437,3925,66354,45343,21011,,,
11.03.2021,,24,0,,0,0,24,0,0,,21930,17086,,23437,3925,66378,45367,21011,,,
12.03.2021,,257,150,,1934,578,2919,2191,728,,22187,17236,,25371,4503,69297,47558,21739,,,
13.03.2021,,0,18,,2024,475,2517,2024,493,,22187,17254,,27395,4978,71814,49582,22232,,,
14.03.2021,,0,23,,1967,499,2489,1967,522,,22187,17277,,29362,5477,74303,51549,22754,,,
15.03.2021,,454,0,,2171,509,3134,2625,509,,22641,17277,,31533,5986,77437,54174,23263,,,
16.03.2021,,0,20,,0,0,20,0,0,,22641,17297,,31533,5986,77457,54174,23283,,,
17.03.2021,,0,21,,514,643,1178,514,664,,22641,17318,,32047,6629,78635,54688,23947,,,
18.03.2021,,35,29,,0,0,64,35,29,,22676,17347,,32047,6629,78699,54723,23976,,,
19.03.2021,,1445,1695,,1711,559,5410,3156,2254,,24121,19042,,33758,7188,84109,57879,26230,,,
20.03.2021,,0,0,,1754,510,2264,1754,510,,24121,19042,,35512,7698,86373,59633,26740,,,
21.03.2021,,0,10,,1365,496,1871,1365,506,,24121,19052,,36877,8194,88244,60998,27264,,,
22.03.2021,,413,0,,1614,867,2894,2027,867,,24534,19052,,38491,9061,91138,63025,28113,,,
23.03.2021,,170,21,,815,0,1006,985,21,,24704,19073,,39306,9061,92144,64010,28134,,,
24.03.2021,,261,60,,1936,713,2970,2197,773,,24965,19133,,41242,9774,95114,66207,28907,,,
25.03.2021,,1876,2247,,0,0,4123,1876,2247,,26918,21380,,41242,9774,99314,68160,31154,,,
26.03.2021,,149,38,,1641,740,2568,1790,778,,27067,21418,,42883,10514,101882,69950,31932,,,
27.03.2021,,71,0,,1948,622,2641,2019,622,,27138,21418,,44831,11136,104523,71969,32554,,,
28.03.2021,,0,0,,1744,654,2398,1744,654,,27138,21418,,46575,11790,106921,73713,33208,,,
29.03.2021,,36,0,,1287,750,2073,1323,750,,27174,21418,,47862,12540,108994,75036,33958,,,
30.03.2021,,50,0,,0,0,50,50,0,,27224,21418,,47862,12540,109044,75086,33958,,,
31.03.2021,,69,194,,1982,614,2859,2051,808,,27293,21612,,49844,13154,111903,77137,34766,,,
01.04.2021,,56,0,,0,0,56,0,0,,27349,21612,,49844,13154,111959,77193,34766,,,
02.04.2021,,0,0,,572,1902,2474,1902,572,,27349,21612,,51746,13726,114433,79095,35338,,,
03.04.2021,,0,0,,1992,592,2584,1992,592,,27349,21612,,53738,14318,117017,81087,35930,,,
04.04.2021,,0,0,,2617,568,3185,2617,568,,27349,21612,,56355,14886,120202,83704,36498,,,
05.04.2021,,0,0,,2911,758,3699,2911,758,,27349,21612,,59266,15644,123871,86615,37256,,,
06.04.2021,,2,62,,3654,0,3718,3656,62,,27351,21674,,62920,15644,127589,90271,37318,,,
07.04.2021,,258,45,,3292,767,4362,3550,812,,27609,21719,,66212,16411,131951,93821,38130,,,
08.04.2021,,3,24,,3557,0,3584,3560,24,,27612,21743,,69769,16411,135535,97381,38154,,,
09.04.2021,,55,93,,3441,681,4270,3496,774,,27667,21836,,73210,17092,139805,100877,38928,,,
10.04.2021,,0,0,,2968,595,3563,2968,595,,27667,21836,,76178,17687,143368,103845,39523,,,
11.04.2021,,0,0,,2841,542,3383,2841,542,,27667,21836,,79019,18229,146751,106686,40065,,,
12.04.2021,,48,0,,2320,979,3347,2368,979,,27715,21836,,81339,19208,150098,109054,41044,,,
13.04.2021,,18,9,,0,0,27,18,9,,27733,21845,,81339,19208,150125,109072,41053,,,
14.04.2021,,335,26,,3145,1088,4594,3480,1114,,28068,21871,,84484,20296,154719,112552,42167,,,
15.04.2021,,86,35,,0,0,121,86,35,,28154,21906,,84484,20296,154840,112638,42202,,,
16.04.2021,,0,0,,3979,510,4489,3979,510,,28154,21906,,88463,20806,159329,116617,42712,,,
17.04.2021,,0,0,,3345,927,4272,3345,927,,28154,21906,,91808,21733,163601,119962,43639,,,
18.04.2021,,0,0,,3078,604,3682,3078,604,,28154,21906,,94886,22337,167283,123040,44243,,,
19.04.2021,,0,0,,1974,434,2408,1974,434,,28154,21906,,96860,22771,169691,125014,44677,,,
20.04.2021,,0,0,,0,0,0,0,0,,28154,21906,,96860,22771,169691,125014,44677,,,
21.04.2021,,158,4,,2472,676,3310,2630,680,,28312,21910,,99332,23447,173001,127644,45357,,,
22.04.2021,,0,0,,0,0,0,0,0,,28312,21910,,99332,23447,173001,127644,45357,,,
23.04.2021,,33,0,,2972,490,3495,3005,490,,28345,21910,,102304,23937,176496,130649,45847,,,
24.04.2021,,0,0,,2628,467,3095,2628,467,,28345,21910,,104932,24404,179591,133277,46314,,,
25.04.2021,,0,0,,2333,439,2772,2333,439,,28345,21910,,107265,24843,182363,135610,46753,,,
26.04.2021,,33,0,,2228,259,2520,2261,259,,28378,21910,,109493,25102,184883,137871,47012,,,
27.04.2021,,0,0,,0,0,0,0,0,,28378,21910,,109493,25102,184883,137871,47012,,,
28.04.2021,,11,6,,2927,267,3211,2938,273,,28389,21916,,112410,25369,188094,140809,47285,,,
29.04.2021,,0,0,,0,0,0,0,0,,28389,21916,,112410,25369,188094,140809,47285,,,
30.04.2021,,16,0,,3253,452,3721,3269,452,,28405,21916,,115673,25821,191815,144078,47737,,,
01.05.2021,,0,0,,3251,524,3775,3251,524,,28405,21916,,118924,26345,195590,147329,48261,,,
02.05.2021,,0,0,,2574,605,3179,2574,605,,28405,21916,,121498,21916,198769,149903,48866,,,
03.05.2021,,27,413,,2377,654,3471,2404,654,,28432,22329,,123875,27604,202240,152307,49933,,,
04.05.2021,,48,70,,0,0,118,48,70,,28480,22399,,123875,27604,202358,152355,50003,,,
05.05.2021,,223,319,,2277,1262,4081,2500,1581,,28703,22718,,126152,28866,206439,154855,51584,,,
06.05.2021,,192,0,,0,0,192,192,0,,28895,22718,,126152,28866,206631,155047,51584,,,
07.05.2021,,263,12,,2155,2152,4582,2418,2164,,29158,22730,,128307,31018,211213,157465,53748,,,
08.05.2021,,0,0,,2469,2155,4624,2469,2155,,29158,22730,,130773,33176,215837,159931,55906,,,
09.05.2021,,0,0,,2900,1402,4302,2900,1402,,29158,22730,,133673,34578,220139,162831,57308,56010,53872,2138
10.05.2021,,42,41,,1514,1299,2896,1556,1340,,29200,22771,,135187,35877,223035,164387,58648,59319,56914,2405
11.05.2021,,114,119,,0,0,233,114,119,,29314,22890,,135187,35877,223268,164501,58767,61956,59337,2619
12.05.2021,,90,53,,1659,1167,2969,1749,1220,,29404,22943,,136846,37044,226237,166250,59987,69634,65954,3680
13.05.2021,,38,0,,0,0,38,0,0,,29442,22943,,136846,37044,226275,166288,59987,69634,65954,3680
14.05.2021,,104,0,,1777,1185,3066,1881,1185,,29546,22943,,138623,38229,229341,168169,61172,69634,65954,3680
15.05.2021,,0,0,,1403,1349,2752,1403,1349,,29546,22943,,140026,39578,232093,169572,62521,69634,65954,3680
16.05.2021,,0,0,,1588,1117,2705,1588,1117,,29546,22943,,141614,40695,234798,171160,63638,69634,65954,3680
17.05.2021,,10,263,,2246,1195,3714,2256,1458,,29556,23206,,143860,41890,238512,173416,65096,78840,73877,4963
18.05.2021,,48,287,,0,0,335,48,287,,29604,23493,,143860,41890,238847,173464,65383,81077,75753,5324
19.05.2021,,42,295,,1354,1688,3379,1396,1983,,29646,23788,,145214,43578,242226,174860,67366,87116,79544,7572
20.05.2021,,47,58,,0,0,105,47,58,,29693,23846,,145214,43578,242331,174907,67424,91644,81977,9667
21.05.2021,,90,226,,1529,1534,3379,1619,1760,,29783,24072,,146743,45112,245710,176526,69184,95585,83960,11625
22.05.2021,,0,0,,1152,1389,2541,1152,1389,,29783,24072,,147895,46501,248251,177678,70573,95585,83960,11625
23.05.2021,,0,0,,1284,1472,2756,1284,1472,,29783,24072,,149179,47973,251007,178962,72045,95585,83960,11625
24.05.2021,,0,0,,1408,2028,3436,1408,2028,,29783,24072,,150587,50001,254443,180370,74073,95585,83960,11625
25.05.2021,,106,196,,0,0,302,106,196,,29889,24268,,150587,50001,254745,180476,74269,100458,87153,13305
26.05.2021,,47,191,,1387,2382,4007,1434,2573,,29936,24459,,151974,52382,258752,181910,76842,104527,89190,15337
27.05.2021,,56,6,,0,0,62,56,6,,29992,24465,,151974,52383,258814,181966,76848,109063,91159,17904
28.05.2021,,68,579,,1322,3298,5267,1390,3877,,30060,25044,,153296,55681,264081,183356,80725,115505,94909,20596
29.05.2021,,0,0,,1313,3096,4409,1313,3096,,30060,25044,,154609,58777,268490,184669,83821,115505,94909,20596
30.05.2021,,0,0,,1282,2802,4084,1281,2802,,30060,25044,,155891,61579,272574,185951,86623,115505,94909,20596
31.05.2021,,117,133,,241,3542,4033,358,3675,,30177,25177,,156132,65121,276607,186309,90298,121248,98304,22944
01.06.2021,,115,2,,0,0,117,115,2,,30322,25179,,156132,65121,276724,186424,90300,123754,99911,23843
02.06.2021,,48,327,,362,4063,4800,410,4390,,30322,25179,,156132,65121,276724,186424,90300,132638,105106,27532
03.06.2021,,90,61,,0,0,151,90,61,,30460,25567,,156494,69184,281705,186954,94751,132638,105106,27532
04.06.2021,,48,2,,361,4048,4459,409,4050,,30508,25569,,156855,73232,286164,187363,98801,139182,108853,30329
05.06.2021,,0,0,,541,3635,4176,541,3635,,30508,25569,,157396,76867,290340,187904,102436,139182,108853,30329
06.06.2021,,0,0,,83,4030,4113,83,4030,,30508,25569,,157479,80897,294453,187987,106466,139182,108853,30329
07.06.2021,,18,430,,196,4058,4702,214,4488,,30526,25999,,157675,84955,299155,188192,110963,144925,112411,32514
08.06.2021,,36,0,,0,0,36,36,0,,30562,25999,,157675,84955,299191,188228,110963,148325,114014,34311
09.06.2021,,84,313,,425,3935,4757,509,4248,,30646,26312,,158100,88890,303948,188746,115202,156750,117217,39533
10.06.2021,,191,90,,0,0,281,191,90,,30837,26402,,158100,88890,304229,188937,115292,163391,119614,43777
11.06.2021,,30,0,,144,3920,4094,174,3920,,30867,26402,,158244,92810,308323,189111,119212,168629,121717,46912
12.06.2021,,0,0,,104,3671,3775,104,3671,,30867,26402,,158348,96481,312098,189215,122883,168629,121717,46912
13.06.2021,,0,0,,130,3167,3297,130,3167,,30867,26402,,158478,99648,315395,189345,126050,168629,121717,46912
14.06.2021,,24,0,,115,2720,2859,115,2720,,30867,26402,,158593,102368,318230,189460,128770,175821,124928,50893
15.06.2021,,12,161,,0,0,173,12,161,,30879,26563,,158593,102368,318403,189472,128931,175821,124928,50893
16.06.2021,,60,207,,111,2662,3040,171,2869,,30939,26770,,158704,105030,321443,189643,131800,186087,129292,56795
17.06.2021,,191,0,,0,0,191,191,0,,31130,26770,,158704,105030,321634,189834,131800,192668,131791,60877
18.06.2021,,66,0,,85,2529,2680,151,2529,,31196,26770,,158789,107559,324314,189985,134329,197499,133880,63619
19.06.2021,,0,0,,315,3689,4004,315,3689,,31196,26770,,159104,111248,328318,190300,138018,197499,133880,63619
20.06.2021,,0,0,,69,3170,3239,69,3170,,31196,26770,,159173,114418,331557,190369,141188,197499,133880,63619
21.06.2021,,59,19,,44,1742,1864,103,1761,,31255,26789,,159217,116160,333421,190472,142949,204105,137245,66860
22.06.2021,,84,438,,0,0,522,84,438,,31339,27227,,159217,116160,333943,190556,143387,206626,138498,68128
23.06.2021,,54,19,,598,1747,2418,652,1766,,31393,27246,,159815,117907,336361,191208,145153,214412,141787,72625
24.06.2021,,30,0,,0,0,30,0,0,,31423,27246,,159815,117907,336391,191238,145153,220962,144423,76539
25.06.2021,,36,0,,1024,1370,2430,1060,1370,,31459,27246,,160839,119277,338821,192298,146523,226696,147910,78786
26.06.2021,,0,0,,516,1582,2098,516,1582,,31459,27246,,161355,120859,340919,192814,148105,226696,147910,78786
27.06.2021,,0,0,,678,2090,2768,678,2090,,31459,27246,,162033,122949,343687,193492,150195,226696,147910,78786
28.06.2021,,32,53,,1007,2948,4040,1039,3001,,31491,27299,,163040,125897,347727,194531,153196,231558,150452,81106
29.06.2021,,36,0,,0,3051,3087,36,3051,,31527,27299,,163040,128948,350814,194567,156247,234080,151858,82222
30.06.2021,,33,1,,1137,2476,3647,1170,2477,,31560,27300,,164177,131424,354461,195737,158724,240326,154936,85390
01.07.2021,,26,64,,12,2944,3046,38,3008,,31586,27364,,164189,134368,357507,195775,161732,245725,157909,87816
02.07.2021,,18,0,,1228,2539,3785,1246,2539,,31604,27364,,165417,136907,361292,197021,164271,252935,162203,90732
03.07.2021,,0,0,,1062,2217,3279,1062,2217,,31604,27364,,166479,139124,364571,198083,166488,252935,162203,90732
04.07.2021,,0,0,,1057,2371,3428,1057,2371,,31604,27364,,167536,141495,367999,199140,168859,252935,162203,90732
05.07.2021,,48,0,,2018,1360,3426,2066,1360,,31652,27364,,169554,142855,371425,201206,170219,257943,164566,93377
06.07.2021,,12,0,,0,0,12,12,0,,31664,27364,,169554,142855,371437,201218,170219,260664,165820,94844
07.07.2021,,24,0,,1802,1937,3763,1826,1937,,31688,27364,,171356,144792,375200,203044,172156,266574,168370,98204
08.07.2021,,24,0,,0,0,24,24,0,,31712,27364,,171356,144792,375224,203068,172156,269708,169765,99943
09.07.2021,,17,0,,2288,1390,3695,2305,1390,,31729,27364,,173644,146182,378919,205373,173546,274300,171339,102961
10.07.2021,,0,0,,2214,1607,3821,2214,1607,,31729,27364,,175858,147789,382740,207587,175153,274300,171339,102961
11.07.2021,,0,0,,2425,1307,3732,2425,1307,,31729,27364,,178283,149096,386472,210012,176460,274300,171339,102961
12.07.2021,,12,5,,3075,198,3290,3087,203,,31741,27369,,181358,149294,389762,213099,176663,277542,172448,105094
13.07.2021,,0,6,,0,0,6,6,0,,31741,27375,,181358,149294,389768,213099,176669,279663,173102,106561
14.07.2021,,320,1,,2767,431,3519,3087,432,,32061,27376,,184125,149725,393287,216186,177101,285399,174415,110984
15.07.2021,,11,308,,0,0,319,11,308,,32072,27684,,184125,149725,393606,216197,177409,290343,175439,114904
16.07.2021,,50,252,,1123,289,1714,1173,541,,32122,27936,,185248,150014,395320,217370,177950,293418,176318,117100
17.07.2021,,35,163,,912,194,1304,947,357,,32157,28099,,186160,150208,396624,218317,178307,293418,176318,117100
18.07.2021,,127,0,,1039,45,1211,1073,138,,32284,28099,,187199,150253,397835,219483,178352,293418,176318,117100
19.07.2021,,467,0,,325,244,1036,792,244,,32751,28099,,187524,150497,398871,220275,178596,297266,177210,120056
20.07.2021,,562,0,,0,0,562,562,0,,33313,28099,,187524,150497,399433,220837,178596,299489,177774,121715
